record_id,timestamp,O,T,L,S,C,M
1942,2017-12-23T04:08:43,0,0,0,1,1,0
1943,2017-12-23T04:09:13,0,0,0,0,1,0
1944,2017-12-23T04:09:44,0,0,0,0,1,0
1945,2017-12-23T04:10:15,0,0,0,0,1,0
1946,2017-12-23T04:11:16,0,0,0,0,1,0
1947,2017-12-23T04:11:47,0,0,0,1,1,0
1948,2017-12-23T04:12:17,0,0,0,0,1,0
1949,2017-12-23T04:12:48,0,0,0,1,1,0
1950,2017-12-23T04:13:19,0,0,0,0,1,0
1951,2017-12-23T04:13:49,0,0,0,1,1,0
1952,2017-12-23T04:14:20,0,0,0,0,1,0
1953,2017-12-23T04:14:50,0,0,0,1,1,0
1954,2017-12-23T04:15:21,0,0,0,1,1,0
1955,2017-12-23T04:15:52,0,0,0,0,1,0
1956,2017-12-23T04:16:22,0,0,0,1,1,0
1957,2017-12-23T04:16:53,0,0,0,0,1,0
1958,2017-12-23T04:17:24,0,0,0,1,1,0
1959,2017-12-23T04:17:54,0,0,0,1,1,0
1960,2017-12-23T04:18:25,0,0,0,1,1,0
1961,2017-12-23T04:18:56,0,0,0,1,1,0
1962,2017-12-23T04:19:26,0,0,0,1,1,0
1963,2017-12-23T04:19:57,0,0,0,1,1,0
1964,2017-12-23T04:20:27,0,0,0,1,1,0
1965,2017-12-23T04:20:58,0,0,0,0,1,0
1966,2017-12-23T04:21:29,0,0,0,1,1,0
1967,2017-12-23T04:21:59,0,0,0,1,1,0
1968,2017-12-23T04:22:30,0,0,0,0,1,0
1969,2017-12-23T04:23:01,0,0,0,1,1,0
1970,2017-12-23T04:23:31,0,0,0,2,1,0
1971,2017-12-23T04:24:02,0,0,0,1,1,0
1972,2017-12-23T04:24:33,0,0,0,2,1,0
1973,2017-12-23T04:25:03,0,0,0,1,1,0
1974,2017-12-23T04:25:34,0,0,0,1,1,0
1975,2017-12-23T04:26:04,0,0,0,1,1,0
1976,2017-12-23T04:26:35,0,0,0,0,1,0
1977,2017-12-23T04:27:06,0,0,0,0,1,0
1978,2017-12-23T04:27:36,0,0,0,1,1,0
1979,2017-12-23T04:28:07,0,0,0,0,1,0
1980,2017-12-23T04:28:38,0,0,0,1,1,0
1981,2017-12-23T04:29:08,0,0,0,1,1,0
1982,2017-12-23T04:29:39,0,0,0,1,1,0
1983,2017-12-23T04:30:10,0,0,0,1,1,0
1984,2017-12-23T04:30:40,0,0,0,0,1,0
1985,2017-12-23T04:31:11,0,0,0,1,1,0
1986,2017-12-23T04:31:41,0,0,0,0,1,0
1987,2017-12-23T04:32:12,0,0,0,1,1,0
1988,2017-12-23T04:32:43,0,0,0,1,1,0
1989,2017-12-23T04:33:13,0,0,0,0,1,0
1990,2017-12-23T04:33:44,0,0,0,1,1,0
1991,2017-12-23T04:34:15,0,0,0,1,1,0
1992,2017-12-23T04:34:45,0,0,0,1,1,0
1993,2017-12-23T04:35:16,0,0,0,1,1,0
1994,2017-12-23T04:35:47,0,0,0,1,1,0
1995,2017-12-23T04:36:17,0,0,0,1,1,0
1996,2017-12-23T04:36:48,0,0,0,0,1,0
1997,2017-12-23T04:37:18,0,0,0,1,1,0
1998,2017-12-23T04:37:49,0,0,0,1,1,0
1999,2017-12-23T04:38:20,0,0,0,0,1,0
2000,2017-12-23T04:38:50,0,0,0,1,1,0
2001,2017-12-23T04:39:21,0,0,0,0,1,0
2002,2017-12-23T04:39:52,0,0,0,1,1,0
2003,2017-12-23T04:40:22,0,0,0,1,1,0
2004,2017-12-23T04:40:53,0,0,0,1,1,0
2005,2017-12-23T04:41:23,0,0,0,0,1,0
2006,2017-12-23T04:41:54,0,0,0,1,1,0
2007,2017-12-23T04:42:25,0,0,0,0,1,0
2008,2017-12-23T04:42:55,0,0,0,0,1,0
2009,2017-12-23T04:43:26,0,0,0,0,1,0
2010,2017-12-23T04:43:57,0,0,0,1,1,0
2011,2017-12-23T04:44:27,0,0,0,1,1,0
2012,2017-12-23T04:44:58,0,0,0,1,1,0
2013,2017-12-23T04:45:29,0,0,0,1,1,0
2014,2017-12-23T04:45:59,0,0,0,0,1,0
2015,2017-12-23T04:46:30,0,0,0,0,1,0
2016,2017-12-23T04:47:00,0,0,0,1,1,0
2017,2017-12-23T04:47:31,0,0,0,1,1,0
2018,2017-12-23T04:48:02,0,0,0,0,1,0
2019,2017-12-23T04:48:32,0,0,0,1,1,0
2020,2017-12-23T04:49:03,0,0,0,1,1,0
2021,2017-12-23T04:49:34,0,0,0,0,1,0
2022,2017-12-23T04:50:04,0,0,0,1,1,0
2023,2017-12-23T04:50:35,0,0,0,0,1,0
2024,2017-12-23T04:51:06,0,0,0,1,1,0
2025,2017-12-23T04:51:36,0,0,0,0,1,0
2026,2017-12-23T04:52:07,0,0,0,1,1,0
2027,2017-12-23T04:52:37,0,0,0,0,1,0
2028,2017-12-23T04:53:08,0,0,0,1,1,0
2029,2017-12-23T04:53:39,0,0,0,1,1,0
2030,2017-12-23T04:54:09,0,0,0,0,1,0
2031,2017-12-23T04:54:40,0,0,0,1,1,0
2032,2017-12-23T04:55:11,0,0,0,0,1,0
2033,2017-12-23T04:55:41,0,0,0,1,1,0
2034,2017-12-23T04:56:12,0,0,0,1,1,0
2035,2017-12-23T04:56:43,0,0,0,1,1,0
2036,2017-12-23T04:57:13,0,0,0,1,1,0
2037,2017-12-23T04:57:44,0,0,0,1,1,0
2038,2017-12-23T04:58:14,0,0,0,1,1,0
2039,2017-12-23T04:58:45,0,0,0,1,1,0
2040,2017-12-23T04:59:16,0,0,0,1,1,0
2041,2017-12-23T04:59:46,0,0,0,1,1,0
2042,2017-12-23T05:00:17,0,0,0,0,1,0
2043,2017-12-23T05:00:48,0,0,0,1,1,0
2044,2017-12-23T05:01:18,0,0,0,1,1,0
2045,2017-12-23T05:01:49,0,0,0,0,1,0
2046,2017-12-23T05:02:20,0,0,0,0,1,0
2047,2017-12-23T05:02:50,0,0,0,1,1,0
2048,2017-12-23T05:03:21,0,0,0,1,1,0
2049,2017-12-23T05:03:51,0,0,0,1,1,0
2050,2017-12-23T05:04:22,0,0,0,1,1,0
2051,2017-12-23T05:04:53,0,0,0,1,1,0
2052,2017-12-23T05:05:23,0,0,0,0,1,0
2053,2017-12-23T05:05:54,0,0,0,1,1,0
2054,2017-12-23T05:06:25,0,0,0,0,1,0
2055,2017-12-23T05:06:55,0,0,0,0,1,0
2056,2017-12-23T05:07:26,0,0,0,1,1,0
2057,2017-12-23T05:07:57,0,0,0,0,1,0
2058,2017-12-23T05:08:58,0,0,0,1,1,0
2059,2017-12-23T05:09:28,0,0,0,1,1,0
2060,2017-12-23T05:09:59,0,0,0,1,1,0
2061,2017-12-23T05:10:30,0,0,0,1,1,0
2062,2017-12-23T05:11:00,0,0,0,0,1,0
2063,2017-12-23T05:11:31,0,0,0,1,1,0
2064,2017-12-23T05:12:02,0,0,0,0,1,0
2065,2017-12-23T05:12:32,0,0,0,0,1,0
2066,2017-12-23T05:13:03,0,0,0,0,1,0
2067,2017-12-23T05:13:33,0,0,0,0,1,0
2068,2017-12-23T05:14:04,0,0,0,0,1,0
2069,2017-12-23T05:14:35,0,0,0,0,1,0
2070,2017-12-23T05:15:05,0,0,0,0,1,0
2071,2017-12-23T05:15:36,0,0,0,1,1,0
2072,2017-12-23T05:16:07,0,0,0,0,1,0
2073,2017-12-23T05:16:37,0,0,0,1,1,0
2074,2017-12-23T05:17:08,0,0,0,1,1,0
2075,2017-12-23T05:17:39,0,0,0,0,1,0
2076,2017-12-23T05:18:09,0,0,0,1,1,0
2077,2017-12-23T05:18:40,0,0,0,0,1,0
2078,2017-12-23T05:19:10,0,0,0,1,1,0
2079,2017-12-23T05:19:41,0,0,0,1,1,0
2080,2017-12-23T05:20:12,0,0,0,0,1,0
2081,2017-12-23T05:20:42,0,0,0,1,1,0
2082,2017-12-23T05:21:13,0,0,0,1,1,0
2083,2017-12-23T05:21:44,0,0,0,1,1,0
2084,2017-12-23T05:22:14,0,0,0,0,1,0
2085,2017-12-23T05:22:45,0,0,0,1,1,0
2086,2017-12-23T05:23:16,0,0,0,0,1,0
2087,2017-12-23T05:23:46,0,0,0,1,1,0
2088,2017-12-23T05:24:17,0,0,0,1,1,0
2089,2017-12-23T05:24:47,0,0,0,0,1,0
2090,2017-12-23T05:25:18,0,0,0,0,1,0
2091,2017-12-23T05:25:49,0,0,0,1,1,0
2092,2017-12-23T05:26:19,0,0,0,0,1,0
2093,2017-12-23T05:26:50,0,0,0,1,1,0
2094,2017-12-23T05:27:21,0,0,0,1,1,0
2095,2017-12-23T05:27:51,0,0,0,0,1,0
2096,2017-12-23T05:28:22,0,0,0,0,1,0
2097,2017-12-23T05:28:53,0,0,0,0,1,0
2098,2017-12-23T05:29:23,0,0,0,0,1,0
2099,2017-12-23T05:29:54,0,0,0,1,1,0
2100,2017-12-23T05:30:24,0,0,0,1,1,0
2101,2017-12-23T05:30:55,0,0,0,1,1,0
2102,2017-12-23T05:31:26,0,0,0,1,1,0
2103,2017-12-23T05:31:56,0,0,0,0,1,0
2104,2017-12-23T05:32:27,0,0,0,1,1,0
2105,2017-12-23T05:32:58,0,0,0,1,1,0
2106,2017-12-23T05:33:28,0,0,0,0,1,0
2107,2017-12-23T05:33:59,0,0,0,1,1,0
2108,2017-12-23T05:34:30,0,0,0,1,1,0
2109,2017-12-23T05:35:00,0,0,0,1,1,0
2110,2017-12-23T05:35:31,0,0,0,1,1,0
2111,2017-12-23T05:36:01,0,0,0,0,1,0
2112,2017-12-23T05:36:32,0,0,0,1,1,0
2113,2017-12-23T05:37:03,0,0,0,0,1,0
2114,2017-12-23T05:37:33,0,0,0,1,1,0
2115,2017-12-23T05:38:04,0,0,0,0,1,0
2116,2017-12-23T05:38:35,0,0,0,0,1,0
2117,2017-12-23T05:39:05,0,0,0,1,1,0
2118,2017-12-23T05:39:36,0,0,0,1,1,0
2119,2017-12-23T05:40:07,0,0,0,0,1,0
2120,2017-12-23T05:40:37,0,0,0,0,1,0
2121,2017-12-23T05:41:08,0,0,0,0,1,0
2122,2017-12-23T05:41:38,0,0,0,0,1,0
2123,2017-12-23T05:42:09,0,0,0,1,1,0
2124,2017-12-23T05:42:40,0,0,0,1,1,0
2125,2017-12-23T05:43:10,0,0,0,0,1,0
2126,2017-12-23T05:43:41,0,0,0,1,1,0
2127,2017-12-23T05:44:12,0,0,0,1,1,0
2128,2017-12-23T05:44:42,0,0,0,0,1,0
2129,2017-12-23T05:45:13,0,0,0,1,1,0
2130,2017-12-23T05:45:44,0,0,0,0,1,0
2131,2017-12-23T05:46:14,0,0,0,1,0,0
2132,2017-12-23T05:46:45,0,0,0,0,0,0
2133,2017-12-23T05:47:15,0,0,0,1,1,0
2134,2017-12-23T05:47:46,0,0,0,1,0,0
2135,2017-12-23T05:48:17,0,0,0,1,0,0
2136,2017-12-23T05:48:47,0,0,0,0,1,0
2137,2017-12-23T05:49:18,0,0,0,1,1,0
2138,2017-12-23T05:49:49,0,0,0,1,1,0
2139,2017-12-23T05:50:19,0,0,0,0,1,0
2140,2017-12-23T05:50:50,0,0,0,1,0,0
2141,2017-12-23T05:51:20,0,0,0,1,1,0
2142,2017-12-23T05:51:51,0,0,0,1,1,0
2143,2017-12-23T05:52:22,0,0,0,0,1,0
2144,2017-12-23T05:52:52,0,0,0,0,1,0
2145,2017-12-23T05:53:23,0,0,0,0,1,0
2146,2017-12-23T05:53:54,0,0,0,1,1,0
2147,2017-12-23T05:54:24,0,0,0,0,0,0
2148,2017-12-23T05:54:55,0,0,0,0,0,0
2149,2017-12-23T05:55:26,0,0,0,0,0,0
2150,2017-12-23T05:55:56,0,0,0,0,1,0
2151,2017-12-23T05:56:27,0,0,0,0,1,0
2152,2017-12-23T05:56:57,0,0,0,1,1,0
2153,2017-12-23T05:57:28,0,0,0,0,1,0
2154,2017-12-23T05:57:59,0,0,0,0,1,0
2155,2017-12-23T05:58:29,0,0,0,1,1,0
2156,2017-12-23T05:59:00,0,0,0,1,1,0
2157,2017-12-23T05:59:31,0,0,0,1,1,0
2158,2017-12-23T06:00:01,0,0,0,0,1,0
2159,2017-12-23T06:00:32,0,0,0,0,1,0
2160,2017-12-23T06:01:03,0,0,0,1,1,0
2161,2017-12-23T06:01:33,0,0,0,0,0,0
2162,2017-12-23T06:02:04,0,0,0,1,1,0
2163,2017-12-23T06:02:34,0,0,0,0,0,0
2164,2017-12-23T06:03:05,0,0,0,1,0,0
2165,2017-12-23T06:03:36,0,0,0,1,1,0
2166,2017-12-23T06:04:06,0,0,0,0,0,0
2167,2017-12-23T06:04:37,0,0,0,1,1,0
2168,2017-12-23T06:05:08,0,0,0,0,1,0
2169,2017-12-23T06:06:09,0,0,0,0,1,0
2170,2017-12-23T06:06:40,0,0,0,1,1,0
2171,2017-12-23T06:07:10,0,0,0,0,1,0
2172,2017-12-23T06:07:41,0,0,0,1,0,0
2173,2017-12-23T06:08:11,0,0,0,1,0,0
2174,2017-12-23T06:08:42,0,0,0,1,0,0
2175,2017-12-23T06:09:13,0,0,0,0,0,0
2176,2017-12-23T06:09:43,0,0,0,1,1,0
2177,2017-12-23T06:10:14,0,0,0,0,0,0
2178,2017-12-23T06:10:45,0,0,0,1,1,0
2179,2017-12-23T06:11:15,0,0,0,1,1,0
2180,2017-12-23T06:11:46,0,0,0,0,0,0
2181,2017-12-23T06:12:17,0,0,0,0,0,0
2182,2017-12-23T06:12:47,0,0,0,1,1,0
2183,2017-12-23T06:13:18,0,0,0,1,1,0
2184,2017-12-23T06:13:48,0,0,0,0,1,0
2185,2017-12-23T06:14:19,0,0,0,1,1,0
2186,2017-12-23T06:14:50,0,0,0,1,0,0
2187,2017-12-23T06:15:20,0,0,0,1,0,0
2188,2017-12-23T06:15:51,0,0,0,1,0,0
2189,2017-12-23T06:16:22,0,0,0,1,0,0
2190,2017-12-23T06:16:52,0,0,0,0,1,0
2191,2017-12-23T06:17:23,0,0,0,0,0,0
2192,2017-12-23T06:17:54,0,0,0,0,0,0
2193,2017-12-23T06:18:24,0,0,0,1,0,0
2194,2017-12-23T06:18:55,0,0,0,0,0,0
2195,2017-12-23T06:19:25,0,0,0,1,0,0
2196,2017-12-23T06:19:56,0,0,0,1,0,0
2197,2017-12-23T06:20:27,0,0,0,0,0,0
2198,2017-12-23T06:20:57,0,0,0,1,0,0
2199,2017-12-23T06:21:28,0,0,0,0,0,0
2200,2017-12-23T06:21:59,0,0,0,1,0,0
2201,2017-12-23T06:22:29,0,0,0,1,0,0
2202,2017-12-23T06:23:00,0,0,0,0,0,0
2203,2017-12-23T06:23:31,0,0,0,1,0,0
2204,2017-12-23T06:24:01,0,0,0,1,0,0
2205,2017-12-23T06:24:32,0,0,0,1,0,0
2206,2017-12-23T06:25:02,0,0,0,1,0,0
2207,2017-12-23T06:25:33,0,0,0,0,1,0
2208,2017-12-23T06:26:04,0,0,0,1,0,0
2209,2017-12-23T06:26:34,0,0,0,1,0,0
2210,2017-12-23T06:27:05,0,0,0,0,0,0
2211,2017-12-23T06:27:36,0,0,0,1,0,0
2212,2017-12-23T06:28:06,0,0,0,0,0,0
2213,2017-12-23T06:28:37,0,0,0,1,0,0
2214,2017-12-23T06:29:07,0,0,0,0,0,0
2215,2017-12-23T06:29:38,0,0,0,1,0,0
2216,2017-12-23T06:30:09,0,0,0,1,0,0
2217,2017-12-23T06:30:39,0,0,0,1,0,0
2218,2017-12-23T06:31:10,0,0,0,1,0,0
2219,2017-12-23T06:31:41,0,0,0,0,0,0
2220,2017-12-23T06:32:11,0,0,0,1,0,0
2221,2017-12-23T06:32:42,0,0,0,0,0,0
2222,2017-12-23T06:33:13,0,0,0,1,0,0
2223,2017-12-23T06:33:43,0,0,0,1,0,0
2224,2017-12-23T06:34:14,0,0,0,1,0,0
2225,2017-12-23T06:34:44,0,0,0,1,0,0
2226,2017-12-23T06:35:15,0,0,0,0,0,0
2227,2017-12-23T06:35:46,0,0,0,1,0,0
2228,2017-12-23T06:36:16,0,0,0,1,0,0
2229,2017-12-23T06:36:47,0,0,0,1,0,0
2230,2017-12-23T06:37:18,0,0,0,1,0,0
2231,2017-12-23T06:37:48,0,0,0,1,0,0
2232,2017-12-23T06:38:19,0,0,0,1,0,0
2233,2017-12-23T06:38:50,0,0,0,1,0,0
2234,2017-12-23T06:39:20,0,0,0,0,0,0
2235,2017-12-23T06:39:51,0,0,0,1,0,0
2236,2017-12-23T06:40:21,0,0,0,2,0,0
2237,2017-12-23T06:40:52,0,0,0,1,0,0
2238,2017-12-23T06:41:23,0,0,0,0,0,0
2239,2017-12-23T06:41:53,0,0,0,1,0,0
2240,2017-12-23T06:42:24,0,0,0,0,0,0
2241,2017-12-23T06:42:55,0,0,0,1,0,0
2242,2017-12-23T06:43:25,0,0,0,0,0,0
2243,2017-12-23T06:43:56,0,0,0,0,0,0
2244,2017-12-23T06:44:27,0,0,0,0,0,0
2245,2017-12-23T06:44:57,0,0,0,1,0,0
2246,2017-12-23T06:45:28,0,0,0,0,0,0
2247,2017-12-23T06:46:29,0,0,0,0,0,0
2248,2017-12-23T06:47:00,0,0,0,0,0,0
2249,2017-12-23T06:47:30,0,0,0,1,0,0
2250,2017-12-23T06:48:01,0,0,0,1,1,0
2251,2017-12-23T06:48:32,0,0,0,1,0,0
2252,2017-12-23T06:49:02,0,0,0,1,0,0
2253,2017-12-23T06:49:33,0,0,0,1,0,0
2254,2017-12-23T06:50:04,0,0,0,0,0,0
2255,2017-12-23T06:50:34,0,0,0,0,0,0
2256,2017-12-23T06:51:05,0,0,0,1,0,0
2257,2017-12-23T06:51:35,0,0,0,1,0,0
2258,2017-12-23T06:52:06,0,0,0,1,0,0
2259,2017-12-23T06:52:37,0,0,0,1,0,0
2260,2017-12-23T06:53:07,0,0,0,0,0,0
2261,2017-12-23T06:53:38,0,0,0,1,0,0
2262,2017-12-23T06:54:09,0,0,0,0,1,0
2263,2017-12-23T06:54:39,0,0,0,0,0,0
2264,2017-12-23T06:55:10,0,0,0,0,0,0
2265,2017-12-23T06:55:41,0,0,0,0,0,0
2266,2017-12-23T06:56:11,0,0,0,0,0,0
2267,2017-12-23T06:56:42,0,0,0,1,0,0
2268,2017-12-23T06:57:12,0,0,0,1,0,0
2269,2017-12-23T06:57:43,0,0,0,1,0,0
2270,2017-12-23T06:58:14,0,0,0,0,0,0
2271,2017-12-23T06:58:44,0,0,0,0,0,0
2272,2017-12-23T06:59:15,0,0,0,0,0,0
2273,2017-12-23T06:59:46,0,0,0,0,0,0
2274,2017-12-23T07:00:16,0,0,0,0,0,0
2275,2017-12-23T07:00:47,0,0,0,1,0,0
2276,2017-12-23T07:01:17,0,0,0,1,0,0
2277,2017-12-23T07:01:48,0,0,0,1,0,0
2278,2017-12-23T07:02:19,0,0,0,1,0,0
2279,2017-12-23T07:03:20,0,0,0,1,0,0
2280,2017-12-23T07:03:51,0,0,0,0,0,0
2281,2017-12-23T07:04:21,0,0,0,1,0,0
2282,2017-12-23T07:04:52,0,0,0,1,0,0
2283,2017-12-23T07:05:23,0,0,0,1,0,0
2284,2017-12-23T07:05:53,0,0,0,1,0,0
2285,2017-12-23T07:06:24,0,0,0,0,0,0
2286,2017-12-23T07:06:54,0,0,0,0,0,0
2287,2017-12-23T07:07:25,0,0,0,0,0,0
2288,2017-12-23T07:07:56,0,0,0,1,0,0
2289,2017-12-23T07:08:26,0,0,0,0,0,0
2290,2017-12-23T07:08:57,0,0,0,1,0,0
2291,2017-12-23T07:09:28,0,0,0,1,0,0
2292,2017-12-23T07:09:58,0,0,0,0,0,0
2293,2017-12-23T07:10:29,0,0,0,0,0,0
2294,2017-12-23T07:11:00,0,0,0,1,0,0
2295,2017-12-23T07:11:30,0,0,0,0,0,0
2296,2017-12-23T07:12:01,0,0,0,1,0,0
2297,2017-12-23T07:12:31,0,0,0,1,0,0
2298,2017-12-23T07:13:02,0,0,0,1,0,0
2299,2017-12-23T07:13:33,0,0,0,1,0,0
2300,2017-12-23T07:14:03,0,0,0,1,0,0
2301,2017-12-23T07:14:34,0,0,0,1,0,0
2302,2017-12-23T07:15:05,0,0,0,0,0,0
2303,2017-12-23T07:15:35,0,0,0,1,0,0
2304,2017-12-23T07:16:06,0,0,0,0,0,0
2305,2017-12-23T07:16:37,0,0,0,1,0,0
2306,2017-12-23T07:17:07,0,0,0,1,0,0
2307,2017-12-23T07:17:38,0,0,0,0,0,0
2308,2017-12-23T07:18:08,0,0,0,1,0,0
2309,2017-12-23T07:18:39,0,0,0,1,0,0
2310,2017-12-23T07:19:10,0,0,0,0,0,0
2311,2017-12-23T07:19:40,0,0,0,1,0,0
2312,2017-12-23T07:20:11,0,0,0,1,0,0
2313,2017-12-23T07:20:42,0,0,0,1,0,0
2314,2017-12-23T07:21:12,0,0,0,1,0,0
2315,2017-12-23T07:21:43,0,0,0,0,0,0
2316,2017-12-23T07:22:14,0,0,0,0,0,0
2317,2017-12-23T07:22:44,0,0,0,0,0,0
2318,2017-12-23T07:23:15,0,0,0,0,0,0
2319,2017-12-23T07:23:45,0,0,0,0,0,0
2320,2017-12-23T07:24:16,0,0,0,1,0,0
2321,2017-12-23T07:24:47,0,0,0,1,0,0
2322,2017-12-23T07:25:17,0,0,0,1,0,0
2323,2017-12-23T07:25:48,0,0,0,1,0,0
2324,2017-12-23T07:26:19,0,0,0,0,0,0
2325,2017-12-23T07:26:49,0,0,0,1,1,0
2326,2017-12-23T07:27:20,0,0,0,1,0,0
2327,2017-12-23T07:27:51,0,0,0,1,0,0
2328,2017-12-23T07:28:21,0,0,0,1,0,0
2329,2017-12-23T07:28:52,0,0,0,1,0,0
2330,2017-12-23T07:29:53,0,0,0,1,0,0
2331,2017-12-23T07:30:24,0,0,0,1,0,0
2332,2017-12-23T07:30:54,0,0,0,0,0,0
2333,2017-12-23T07:31:25,0,0,0,1,0,0
2334,2017-12-23T07:31:56,0,0,0,1,0,0
2335,2017-12-23T07:32:26,0,0,0,1,0,0
2336,2017-12-23T07:32:57,0,0,0,0,0,0
2337,2017-12-23T07:33:58,0,0,0,0,0,0
2338,2017-12-23T07:34:29,0,0,0,1,0,0
2339,2017-12-23T07:34:59,0,0,0,1,0,0
2340,2017-12-23T07:35:30,0,0,0,1,0,0
2341,2017-12-23T07:36:01,0,0,0,1,0,0
2342,2017-12-23T07:36:31,0,0,0,0,0,0
2343,2017-12-23T07:37:02,0,0,0,0,0,0
2344,2017-12-23T07:37:33,0,0,0,0,0,0
2345,2017-12-23T07:38:03,0,0,0,1,0,0
2346,2017-12-23T07:38:34,0,0,0,1,1,0
2347,2017-12-23T07:39:04,0,0,0,0,1,0
2348,2017-12-23T07:39:35,0,0,0,1,0,0
2349,2017-12-23T07:40:06,0,0,0,1,0,0
2350,2017-12-23T07:40:36,0,0,0,1,0,0
2351,2017-12-23T07:41:07,0,0,0,1,0,0
2352,2017-12-23T07:41:38,0,0,0,0,0,0
2353,2017-12-23T07:42:08,0,0,0,0,0,0
2354,2017-12-23T07:42:39,0,0,0,0,0,0
2355,2017-12-23T07:43:10,0,0,0,0,0,0
2356,2017-12-23T07:43:40,0,0,0,0,0,0
2357,2017-12-23T07:44:11,0,0,0,1,0,0
2358,2017-12-23T07:44:41,0,0,0,1,0,0
2359,2017-12-23T07:45:12,0,0,0,1,0,0
2360,2017-12-23T07:45:43,0,0,0,1,0,0
2361,2017-12-23T07:46:13,0,0,0,1,1,0
2362,2017-12-23T07:46:44,0,0,0,1,0,0
2363,2017-12-23T07:47:15,0,0,0,1,0,0
2364,2017-12-23T07:47:45,0,0,0,1,1,0
2365,2017-12-23T07:48:16,0,0,0,0,0,0
2366,2017-12-23T07:48:47,0,0,0,1,0,0
2367,2017-12-23T07:49:17,0,0,0,1,0,0
2368,2017-12-23T07:49:48,0,0,0,1,0,0
2369,2017-12-23T07:50:18,0,0,0,1,1,0
2370,2017-12-23T07:50:49,0,0,0,1,0,0
2371,2017-12-23T07:51:20,0,0,0,1,1,0
2372,2017-12-23T07:51:50,0,0,0,1,0,0
2373,2017-12-23T07:52:21,0,0,0,1,0,0
2374,2017-12-23T07:52:52,0,0,0,1,0,0
2375,2017-12-23T07:53:22,0,0,0,0,0,0
2376,2017-12-23T07:53:53,0,0,0,1,0,0
2377,2017-12-23T07:54:24,0,0,0,1,1,0
2378,2017-12-23T07:54:54,0,0,0,1,0,0
2379,2017-12-23T07:55:25,0,0,0,1,0,0
2380,2017-12-23T07:55:55,0,0,0,1,1,0
2381,2017-12-23T07:56:26,0,0,0,1,1,0
2382,2017-12-23T07:56:57,0,0,0,1,0,0
2383,2017-12-23T07:57:27,0,0,0,1,0,0
2384,2017-12-23T07:57:58,0,0,0,0,0,0
2385,2017-12-23T07:58:29,0,0,0,1,1,0
2386,2017-12-23T07:58:59,0,0,0,1,1,0
2387,2017-12-23T07:59:30,0,0,0,1,0,0
2388,2017-12-23T08:00:01,0,0,0,1,0,0
2389,2017-12-23T08:01:02,0,0,0,1,0,0
2390,2017-12-23T08:01:32,0,0,0,1,1,0
2391,2017-12-23T08:02:03,0,0,0,0,1,0
2392,2017-12-23T08:02:34,0,0,0,1,1,0
2393,2017-12-23T08:03:04,0,0,0,0,1,0
2394,2017-12-23T08:03:35,0,0,0,1,1,0
2395,2017-12-23T08:04:06,0,0,0,0,1,0
2396,2017-12-23T08:04:36,0,0,0,1,1,0
2397,2017-12-23T08:05:07,0,0,0,0,1,0
2398,2017-12-23T08:05:37,0,0,0,1,1,0
2399,2017-12-23T08:06:08,0,0,0,1,1,0
2400,2017-12-23T08:06:39,0,0,0,1,1,0
2401,2017-12-23T08:07:09,0,0,0,1,1,0
2402,2017-12-23T08:07:40,0,0,0,0,0,0
2403,2017-12-23T08:08:11,0,0,0,1,0,0
2404,2017-12-23T08:08:41,0,0,0,1,1,0
2405,2017-12-23T08:09:12,0,0,0,1,1,0
2406,2017-12-23T08:09:43,0,0,0,1,1,0
2407,2017-12-23T08:10:13,0,0,0,1,1,0
2408,2017-12-23T08:10:44,0,0,0,1,1,0
2409,2017-12-23T08:11:14,0,0,0,1,1,0
2410,2017-12-23T08:11:45,0,0,0,1,1,0
2411,2017-12-23T08:12:16,0,0,0,0,1,0
2412,2017-12-23T08:12:46,0,0,0,0,1,0
2413,2017-12-23T08:13:17,0,0,0,1,1,0
2414,2017-12-23T08:13:48,0,0,0,1,1,0
2415,2017-12-23T08:14:18,0,0,0,0,1,0
2416,2017-12-23T08:14:49,0,0,0,0,1,0
2417,2017-12-23T08:15:20,0,0,0,0,1,0
2418,2017-12-23T08:15:50,0,0,0,1,1,0
2419,2017-12-23T08:16:21,0,0,0,1,1,0
2420,2017-12-23T08:16:51,0,0,0,0,1,0
2421,2017-12-23T08:17:22,0,0,0,1,1,0
2422,2017-12-23T08:17:53,0,0,0,1,1,0
2423,2017-12-23T08:18:23,0,0,0,1,1,0
2424,2017-12-23T08:18:54,0,0,0,1,1,0
2425,2017-12-23T08:19:25,0,0,0,0,1,0
2426,2017-12-23T08:19:55,0,0,0,0,1,0
2427,2017-12-23T08:20:26,0,0,0,1,1,0
2428,2017-12-23T08:20:57,0,0,0,0,1,0
2429,2017-12-23T08:21:27,0,0,0,1,1,0
2430,2017-12-23T08:21:58,0,0,0,1,1,0
2431,2017-12-23T08:22:28,0,0,0,0,1,0
2432,2017-12-23T08:22:59,0,0,0,1,1,0
2433,2017-12-23T08:23:30,0,0,0,1,1,0
2434,2017-12-23T08:24:00,0,0,0,0,1,0
2435,2017-12-23T08:24:31,0,0,0,0,1,0
2436,2017-12-23T08:25:02,0,0,0,1,1,0
2437,2017-12-23T08:25:32,0,0,0,1,1,0
2438,2017-12-23T08:26:03,0,0,0,0,1,0
2439,2017-12-23T08:26:34,0,0,0,0,1,0
2440,2017-12-23T08:27:04,0,0,0,1,1,0
